;;619;609;577;580;;;619;609;577;580;;;619;609;577;580;;
619;1;3;0;3;0;;;37;30;37;30;;;9;8;9;8;;
609;1;3;0;3;0;;;36;30;37;32;;;9;7;9;7;;
577;1;3;0;3;0;;;30;26;32;20;;;8;4;8;6;;
580;1;3;0;3;0;;;20;15;20;15;;;9;8;9;8;;
;;593;596;582;;;;593;596;582;;;;593;596;582;;;
593;2;0;3;3;;;;52;54;54;;;;8;9;9;;;
596;2;0;3;3;;;;13;14;15;;;;9;8;9;;;
582;2;3;3;0;;;;12;15;13;;;;9;9;8;;;
;;590;621;578;;;;590;621;578;;;;590;621;578;;;
590;3;3;0;3;;;;30;50;25;;;;8;6;9;;;
621;3;3;0;3;;;;40;40;40;;;;10;9;10;;;
578;3;3;0;3;;;;30;20;30;;;;10;9;10;;;
;;592;598;330;603;572;601;592;598;330;603;572;601;592;598;330;603;572;601
592;4;1;0;3;0;1;3;12;1;12;4;6;15;8;0;10;7;5;10
598;4;1;1;3;0;0;3;48;50;58;58;50;58;10;10;10;10;10;10
330;4;1;0;3;1;0;3;10;2;20;6;6;20;9;4;9;7;6;9
603;4;3;0;1;0;1;3;20;5;18;16;14;20;9;7;8;8;8;9
572;4;1;0;3;1;0;3;20;10;25;15;15;30;10;8;9;10;8;10
601;4;1;0;3;0;1;3;20;4;20;18;15;24;8;1;8;7;7;9
;;571;557;608;595;581;588;571;557;608;595;581;588;571;557;608;595;581;588
571;5;3;1;0;3;0;1;25;10;5;25;10;18;9;7;5;9;7;9
557;5;1;3;0;3;0;1;19;23;20;28;17;24;8;9;8;9;9;9
608;5;1;0;0;3;1;3;8;5;5;12;6;8;7;8;8;9;7;8
595;5;3;0;0;3;1;1;62;42;22;69;58;61;10;7;2;9;8;9
581;5;;;;;;;;;;;;;;;;;;
588;5;1;0;0;3;1;3;20;8;8;30;10;20;7;5;5;10;5;7
;;617;562;566;591;573;563;617;562;566;591;573;563;617;562;566;591;573;563
617;6;1;0;3;3;0;1;35;25;40;50;20;30;8;4;9;9;4;6
562;6;0;1;3;3;0;1;10;20;30;40;10;20;5;6;7;8;6;6
566;6;;;;;;;;;;;;;;;;;;
591;6;0;3;1;3;0;1;6;10;12;10;7;8;6;8;8;8;6;7
573;6;0;0;1;3;1;3;5;8;10;20;10;15;8;8;10;10;10;10
563;6;0;1;3;3;0;1;15;15;15;20;15;15;8;8;8;9;8;7
;;568;602;605;554;623;589;568;602;605;554;623;589;568;602;605;554;623;589
568;7;1;1;0;0;3;3;40;40;40;40;50;50;8;8;8;8;9;10
602;7;;;;;;;;;;;;;;;;;;
605;7;0;1;1;0;3;3;7;7;7;8;10;10;7;10;9;9;10;10
554;7;1;1;0;0;3;3;10;15;10;7;20;20;7;7;7;4;8;8
623;7;0;0;1;1;3;3;8;3;8;15;60;60;3;4;3;7;7;7
589;7;0;1;0;1;3;3;7;10;8;10;25;20;5;6;5;6;8;8
;;574;551;606;618;597;644;574;551;606;618;597;644;574;551;606;618;597;644
574;8;1;0;0;1;3;3;15;5;5;25;20;25;7;6;6;9;8;9
551;8;3;0;0;1;3;1;8,5;10;16;31;12;24;10;8;7;7;10;4
606;8;3;3;1;0;0;1;20;20;20;20;20;20;10;10;10;10;10;10
618;8;3;1;0;1;3;0;20;18;16;19;20;17;8;8;7;8;8;7
597;8;3;0;0;1;3;1;15;7;5;15;15;10;9;6;5;9;8;7
644;8;;;;;;;;;;;;;;;;;;
;;545;620;569;611;553;594;545;620;569;611;553;594;545;620;569;611;553;594
545;9;3;0;0;3;1;1;25;17;10;28;20;25;10;8;7;10;9;9
620;9;;;;;;;;;;;;;;;;;;
569;9;1;0;1;3;0;3;18;10;15;19;12;20;9;7;8;9;8;9
611;9;1;0;1;3;0;3;25;15;15;30;15;30;6;7;7;7;6;7
553;9;3;0;0;3;1;1;60;35;35;60;50;60;9;8;8;10;8;9
594;9;1;0;0;3;1;3;58;28;45;61;42;60;9;4;8;9;7;9
;;585;586;547;542;600;559;585;586;547;542;600;559;585;586;547;542;600;559
585;10;1;3;3;1;0;0;14;20;20;20;4;9;9;9;9;9;2;9
586;10;1;1;3;3;0;0;10;15;20;18;4;8;8;9;9;9;3;6
547;10;1;1;3;3;0;0;20;25;23;27;6;15;8;9;9;9;2;8
542;10;1;1;3;3;0;0;25;40;50;45;5;10;6;10;10;10;1;3
600;10;;;;;;;;;;;;;;;;;;
559;10;;;;;;;;;;;;;;;;;;
;;561;607;576;610;539;536;561;607;576;610;539;536;561;607;576;610;539;536
561;11;3;3;1;0;0;1;20;10;10;8;10;8;7;7;7;6;6;5
607;11;3;1;1;0;0;3;30;25;25;27;28;24;8;7;7;7;7;7
576;11;3;1;0;0;1;3;12;6;6;5;8;12;6;5;5;5;8;8
610;11;3;1;0;1;3;0;10;10;10;10;10;10;6;10;10;10;10;10
539;11;3;1;1;0;3;0;5;5;5;3;5;4;9;9;8;5;9;8
536;11;3;1;0;1;3;0;20;19;18;18;21;18;10;9;9;9;10;9
;;612;281;301;564;543;567;612;281;301;564;543;567;612;281;301;564;543;567
612;12;;;;;;;;;;;;;;;;;;
281;12;;;;;;;;;;;;;;;;;;
301;12;3;0;3;1;0;1;15;5;10;12;10;10;3;0;10;2;2;3
564;12;1;0;0;3;1;3;20;3;7;20;9;20;10;2;4;10;6;10
543;12;3;0;0;3;1;1;15;9;9;13;11;12;10;8;7;9;7;9
567;12;1;0;0;3;1;3;20;4;8;18;12;20;9;3;5;9;7;9
;;579;304;587;584;552;173;579;304;587;584;552;173;579;304;587;584;552;173
579;13;3;0;0;3;1;1;15;3;2;6;3;3;8;7;7;8;7;7
304;13;;;;;;;;;;;;;;;;;;
587;13;3;0;0;3;1;1;12;6;8;10;7;8;9;7;8;8;8;8
584;13;3;1;0;3;0;1;8;4;3;6;4;5;10;8;7;8;8;8
552;13;;;;;;;;;;;;;;;;;;
173;13;3;0;3;1;0;1;11;5;8;8;8;8;10;8;9;8;8;9
;;546;615;570;616;622;;546;615;570;616;622;;546;615;570;616;622;
546;14;3;1;0;0;3;;12;10;6;10;15;;7;7;6;7;7;
615;14;1;3;0;0;3;;9;15;6;7;15;;7;8;5;6;8;
570;14;0;1;3;0;3;;6;7;7;6;11;;6;7;9;7;10;
616;14;0;3;0;1;3;;10;10;10;10;12;;7;8;7;7;8;
622;14;3;1;0;0;3;;10;12;3;3;10;;7;9;5;5;8;
;;270;575;614;331;;;270;575;614;331;;;270;575;614;331;;
270;15;0;3;3;0;;;5;8;8;7;;;5;8;8;6;;
575;15;0;3;3;0;;;0;10;10;5;;;0;10;10;7;;
614;15;0;3;3;0;;;5;13;13;10;;;5;10;10;10;;
331;15;0;3;0;3;;;;;;;;;2;4;3;5;;
;;268;604;599;538;541;565;268;604;599;538;541;565;268;604;599;538;541;565
268;16;3;0;1;3;0;1;40;4;30;40;30;35;9;1;7;9;7;7
604;16;;;;;;;;;;;;;;;;;;
599;16;3;0;1;3;0;1;30;5;9;20;6;15;8;3;6;7;5;7
538;16;3;0;1;3;0;1;12;4;10;18;8;10;8;3;8;9;7;8
541;16;3;0;0;3;1;1;40;20;35;40;35;35;8;4;7;8;7;7
565;16;3;0;1;3;0;1;25;5;17;20;10;17;10;3;7;9;7;8
;;613;556;558;540;;;613;556;558;540;;;613;556;558;540;;
613;17;3;0;3;0;;;26;17;35;15;;;8;6;10;7;;
556;17;0;3;3;0;;;50;50;50;50;;;8;8;8;8;;
558;17;;;;;;;;;;;;;;;;;;
540;17;;;;;;;;;;;;;;;;;;
;;265;549;633;550;;;265;549;633;550;;;265;549;633;550;;
265;18;;;;;;;;;;;;;;;;;;
549;18;3;0;0;3;;;8;8;8;12;;;7;7;7;9;;
633;18;;;;;;;;;;;;;;;;;;
550;18;3;0;0;3;;;3;1;3;15;;;3;1;3;8;;
;;659;583;548;665;;;659;583;548;665;;;659;583;548;665;;
659;19;;;;;;;;;;;;;;;;;;
583;19;;;;;;;;;;;;;;;;;;
548;19;0;3;3;0;;;;8;;;;;6;7;8;0;;
665;19;0;0;3;3;;;9;5;15;15;;;2;2;5;4;;
;;555;544;537;634;;;555;544;537;634;;;555;544;537;634;;
555;20;;;;;;;;;;;;;;;;;;
544;20;0;3;3;0;;;42;82;72;0;;;8;10;10;0;;
537;20;;;;;;;;;;;;;;;;;;
634;20;;;;;;;;;;;;;;;;;;
;;647;636;560;;;;647;636;560;;;;647;636;560;;;
647;21;0;3;3;;;;15;15;20;;;;7;8;9;;;
636;21;0;3;3;;;;20;23;23;;;;7;8;8;;;
560;21;3;0;3;;;;20;20;20;;;;8;8;8;;;
